stimulus_id,image_path,source_id,condition_id,outline,shading,shading_region,material,outer_color,center_color,background_color,width_px,height_px,sha256
user-macaque__oa-sn-mv-pbw,images/user-macaque/background-black/user-macaque__oa-sn-mv-pbw.png,user-macaque,oa-sn-mv-pbw,ambiguous,none,none,vase,black,white,black,1024,1024,8cce0d12d1ea44103b5414fdc513b68e8c58f87c2dc1bda5c6748e8cfd4a909f
user-macaque__of-sf-ma-pgb,images/user-macaque/background-black/user-macaque__of-sf-ma-pgb.png,user-macaque,of-sf-ma-pgb,face,figure,face,ambiguous,gray,black,black,1024,1024,2da5b2ce6b97411a439ebf751f320306143a406e3283035cadff8b5cf0e20c79
user-macaque__of-sf-ma-pwb,images/user-macaque/background-black/user-macaque__of-sf-ma-pwb.png,user-macaque,of-sf-ma-pwb,face,figure,face,ambiguous,white,black,black,1024,1024,2ba55fae98c529b209ec73e6af23451b9fa63ad6006bce31d018fd8b23372142
user-macaque__of-sn-ma-pgb,images/user-macaque/background-black/user-macaque__of-sn-ma-pgb.png,user-macaque,of-sn-ma-pgb,face,none,none,ambiguous,gray,black,black,1024,1024,69fe92c401ca85816db8023b967ec3e752f8edcd67d0a196f629910863de095b
user-macaque__of-sn-ma-pwb,images/user-macaque/background-black/user-macaque__of-sn-ma-pwb.png,user-macaque,of-sn-ma-pwb,face,none,none,ambiguous,white,black,black,1024,1024,e1977fb21129e431cd42ab6e470734de5c10291f86e3a3c93cb79188fb8fbb5b
user-macaque__oa-sf-ma-pgb,images/user-macaque/background-gray/user-macaque__oa-sf-ma-pgb.png,user-macaque,oa-sf-ma-pgb,ambiguous,figure,vase,ambiguous,gray,black,gray,1024,1024,10e871eba14537eff84862e013887622f4d7543358ea25aa73bfa88d1139e274
user-macaque__oa-sf-ma-pgw,images/user-macaque/background-gray/user-macaque__oa-sf-ma-pgw.png,user-macaque,oa-sf-ma-pgw,ambiguous,figure,vase,ambiguous,gray,white,gray,1024,1024,e14cc72586eca28bbce62852374bc160c3c7d2bc31f333ec9e387bcc954f969a
user-macaque__oa-sn-ma-pgb,images/user-macaque/background-gray/user-macaque__oa-sn-ma-pgb.png,user-macaque,oa-sn-ma-pgb,ambiguous,none,none,ambiguous,gray,black,gray,1024,1024,c4b8d7fe890ebc50f231c1f7e0bffd2c02790a7f2e17552822494fe8bef95354
user-macaque__oa-sn-ma-pgw,images/user-macaque/background-gray/user-macaque__oa-sn-ma-pgw.png,user-macaque,oa-sn-ma-pgw,ambiguous,none,none,ambiguous,gray,white,gray,1024,1024,e8d6af3d3a3fdd813675c181b6a7882fc7dcd1b79a2c0de28b109afac4a7d83d
user-macaque__oa-sn-mv-pgb,images/user-macaque/background-gray/user-macaque__oa-sn-mv-pgb.png,user-macaque,oa-sn-mv-pgb,ambiguous,none,none,vase,gray,black,gray,1024,1024,673c4ef98ec6c1e4f919471859bb9feb17563cc217c6378bcd339d6d3344c934
user-macaque__oa-sn-mv-pgw,images/user-macaque/background-gray/user-macaque__oa-sn-mv-pgw.png,user-macaque,oa-sn-mv-pgw,ambiguous,none,none,vase,gray,white,gray,1024,1024,d811cdc479fb3274703ea9c709971ff02d4e7b0715a3696592a6130142c79e9e
user-macaque__of-sf-ma-pbg,images/user-macaque/background-gray/user-macaque__of-sf-ma-pbg.png,user-macaque,of-sf-ma-pbg,face,figure,face,ambiguous,black,gray,gray,1024,1024,498aec5d447823b861514c39fb9e30c88e76a67bc4420a33769a997bdb0b31fe
user-macaque__of-sf-ma-pwg,images/user-macaque/background-gray/user-macaque__of-sf-ma-pwg.png,user-macaque,of-sf-ma-pwg,face,figure,face,ambiguous,white,gray,gray,1024,1024,97bc48bce90eb00aabd3a96401a0dd48de505ab8bf324b1862de47ff53aa4ddb
user-macaque__of-sn-ma-pbg,images/user-macaque/background-gray/user-macaque__of-sn-ma-pbg.png,user-macaque,of-sn-ma-pbg,face,none,none,ambiguous,black,gray,gray,1024,1024,232e7fc53cbb60af09a55788efce82d642b68c63841e2b2085a48784e75aff2a
user-macaque__of-sn-ma-pwg,images/user-macaque/background-gray/user-macaque__of-sn-ma-pwg.png,user-macaque,of-sn-ma-pwg,face,none,none,ambiguous,white,gray,gray,1024,1024,bc810ebb8ed9287e2c762ec1177decb2b8c2b6fcac8e50d06c1df6cfbea189c1
user-macaque__oa-sf-ma-pwb,images/user-macaque/background-white/user-macaque__oa-sf-ma-pwb.png,user-macaque,oa-sf-ma-pwb,ambiguous,figure,vase,ambiguous,white,black,white,1024,1024,8b027adea4714a9f2a65b4e566476d52808576ff084a0a05d715668a1ee94011
user-macaque__oa-sf-ma-pwg,images/user-macaque/background-white/user-macaque__oa-sf-ma-pwg.png,user-macaque,oa-sf-ma-pwg,ambiguous,figure,vase,ambiguous,white,gray,white,1024,1024,a2083ddf861057df3de2e26d988134754aba0720fba056f4f01a7da24e04d199
user-macaque__oa-sn-ma-pwb,images/user-macaque/background-white/user-macaque__oa-sn-ma-pwb.png,user-macaque,oa-sn-ma-pwb,ambiguous,none,none,ambiguous,white,black,white,1024,1024,b4b823021bd4e948f5b27daa81918587fb99d2e7b79e55bf75630ffbfbc63e57
user-macaque__oa-sn-ma-pwg,images/user-macaque/background-white/user-macaque__oa-sn-ma-pwg.png,user-macaque,oa-sn-ma-pwg,ambiguous,none,none,ambiguous,white,gray,white,1024,1024,0a892a5fa08193c194ea279da9fe947f6577fd5b3cf895002a266f12a0414d3b
user-macaque__oa-sn-mv-pwb,images/user-macaque/background-white/user-macaque__oa-sn-mv-pwb.png,user-macaque,oa-sn-mv-pwb,ambiguous,none,none,vase,white,black,white,1024,1024,85bff9a725e0a879aa667bd408ce5cbee8d1d190e9c613f275a90741e6a42e10
user-macaque__oa-sn-mv-pwg,images/user-macaque/background-white/user-macaque__oa-sn-mv-pwg.png,user-macaque,oa-sn-mv-pwg,ambiguous,none,none,vase,white,gray,white,1024,1024,3a61053fc92e6c81fb426c46b061b6165b8d9b20fb278bba910e84eb7c0b5cd8
user-macaque__of-sf-ma-pbw,images/user-macaque/background-white/user-macaque__of-sf-ma-pbw.png,user-macaque,of-sf-ma-pbw,face,figure,face,ambiguous,black,white,white,1024,1024,32e9320430097302dea2391b9e05466cb11d645d0af0c05f1615ef0e33531146
user-macaque__of-sf-ma-pgw,images/user-macaque/background-white/user-macaque__of-sf-ma-pgw.png,user-macaque,of-sf-ma-pgw,face,figure,face,ambiguous,gray,white,white,1024,1024,a9ee54a57f4b722f2804aecce5dc046ecb5479742bfdaaebbca96e42f4d98fd0
user-macaque__of-sn-ma-pbw,images/user-macaque/background-white/user-macaque__of-sn-ma-pbw.png,user-macaque,of-sn-ma-pbw,face,none,none,ambiguous,black,white,white,1024,1024,c563ed8318217fcb79908fa25ba394ed90407446b291e889ee25615f38e2ffd1
user-macaque__of-sn-ma-pgw,images/user-macaque/background-white/user-macaque__of-sn-ma-pgw.png,user-macaque,of-sn-ma-pgw,face,none,none,ambiguous,gray,white,white,1024,1024,25e43f50606de22f58aeb3f00ba10edd5b87b03f58ef0e375fbe419a14218e31
user-woman__oa-sf-ma-pbg,images/user-woman/background-black/user-woman__oa-sf-ma-pbg.png,user-woman,oa-sf-ma-pbg,ambiguous,figure,vase,ambiguous,black,gray,black,1024,1024,295bf13fa33ad38e90763a455675fc403754ca2b6abbd61e48a142ae5c225181
user-woman__oa-sf-ma-pbw,images/user-woman/background-black/user-woman__oa-sf-ma-pbw.png,user-woman,oa-sf-ma-pbw,ambiguous,figure,vase,ambiguous,black,white,black,1024,1024,40ea62677d8e479069613a30f7a1c429df30e741248f90e6f6ecb9e8ccc825ce
user-woman__oa-sn-ma-pbg,images/user-woman/background-black/user-woman__oa-sn-ma-pbg.png,user-woman,oa-sn-ma-pbg,ambiguous,none,none,ambiguous,black,gray,black,1024,1024,bc6e932064b9dff09e343e6d9b3184cc8020789c76b9a3a342f2f89485ce4e45
user-woman__oa-sn-ma-pbw,images/user-woman/background-black/user-woman__oa-sn-ma-pbw.png,user-woman,oa-sn-ma-pbw,ambiguous,none,none,ambiguous,black,white,black,1024,1024,95969a7897b34ca5690a8ed9a7b5da0bea883ea26876abf1fa96615db2c858a0
user-woman__oa-sn-mv-pbg,images/user-woman/background-black/user-woman__oa-sn-mv-pbg.png,user-woman,oa-sn-mv-pbg,ambiguous,none,none,vase,black,gray,black,1024,1024,12d9d0356e88598d2464c932bd9e9cfb207555ce841837ff8b11b71cb990dd0f
user-woman__oa-sn-mv-pbw,images/user-woman/background-black/user-woman__oa-sn-mv-pbw.png,user-woman,oa-sn-mv-pbw,ambiguous,none,none,vase,black,white,black,1024,1024,a3a5943652d1537b4a494546f61314d44a6232bb84d47d8c64670d7417b0e0ee
user-woman__of-sf-ma-pgb,images/user-woman/background-black/user-woman__of-sf-ma-pgb.png,user-woman,of-sf-ma-pgb,face,figure,face,ambiguous,gray,black,black,1024,1024,492b55e01ff36eea1d6639085c832f9b0eb4f410e50a0df921f4410b4c44590f
user-woman__of-sf-ma-pwb,images/user-woman/background-black/user-woman__of-sf-ma-pwb.png,user-woman,of-sf-ma-pwb,face,figure,face,ambiguous,white,black,black,1024,1024,025abfcdc50d143d3f56cd352bb2b738cd67eefa87781e4b15547654ccb159b7
user-woman__of-sn-ma-pgb,images/user-woman/background-black/user-woman__of-sn-ma-pgb.png,user-woman,of-sn-ma-pgb,face,none,none,ambiguous,gray,black,black,1024,1024,fffac1bf6140a30c83175dfc0584e770fc71169dc4fe6af61a2deac9f552f0cf
user-woman__of-sn-ma-pwb,images/user-woman/background-black/user-woman__of-sn-ma-pwb.png,user-woman,of-sn-ma-pwb,face,none,none,ambiguous,white,black,black,1024,1024,4fce2f5ae614dc357ca32447c9fdaa1dc943b52e27129e08e6fecf6f5f4b97e3
user-woman__oa-sf-ma-pgb,images/user-woman/background-gray/user-woman__oa-sf-ma-pgb.png,user-woman,oa-sf-ma-pgb,ambiguous,figure,vase,ambiguous,gray,black,gray,1024,1024,acee4607829c3bfb5271c0079769485b223e2bb39d40dc754be27f6869352bdd
user-woman__oa-sf-ma-pgw,images/user-woman/background-gray/user-woman__oa-sf-ma-pgw.png,user-woman,oa-sf-ma-pgw,ambiguous,figure,vase,ambiguous,gray,white,gray,1024,1024,175b5b762e1be59dbcc216b6b6a3f19c7e9aa941021c48c2918099cfc7e5e598
user-woman__oa-sn-ma-pgb,images/user-woman/background-gray/user-woman__oa-sn-ma-pgb.png,user-woman,oa-sn-ma-pgb,ambiguous,none,none,ambiguous,gray,black,gray,1024,1024,965f830c210f8750ac1909633b6b413677da29d19fe7eb915bfcb6d5bf458aaa
user-woman__oa-sn-ma-pgw,images/user-woman/background-gray/user-woman__oa-sn-ma-pgw.png,user-woman,oa-sn-ma-pgw,ambiguous,none,none,ambiguous,gray,white,gray,1024,1024,353c2bbf4acaf067c8cd1aa657a13b071b704b064d1aa8e042ad601ac9f5fc0b
user-woman__oa-sn-mv-pgb,images/user-woman/background-gray/user-woman__oa-sn-mv-pgb.png,user-woman,oa-sn-mv-pgb,ambiguous,none,none,vase,gray,black,gray,1024,1024,72d1517b3c67d5e70fc41db80e6bab11e64eb2c7f0841f5a7927b676f72c9c38
user-woman__oa-sn-mv-pgw,images/user-woman/background-gray/user-woman__oa-sn-mv-pgw.png,user-woman,oa-sn-mv-pgw,ambiguous,none,none,vase,gray,white,gray,1024,1024,9412bec777616f4ab54d825e90db5a2b65ea74daa71952caa27f4cff5b2730a7
user-woman__of-sf-ma-pbg,images/user-woman/background-gray/user-woman__of-sf-ma-pbg.png,user-woman,of-sf-ma-pbg,face,figure,face,ambiguous,black,gray,gray,1024,1024,be6f27cf42da287c1af2f0637aa8bc309f8aa967d8f9dd37137f0626ce5d451d
user-woman__of-sf-ma-pwg,images/user-woman/background-gray/user-woman__of-sf-ma-pwg.png,user-woman,of-sf-ma-pwg,face,figure,face,ambiguous,white,gray,gray,1024,1024,a4b2cb1d61de24e94823cf9b4c38858fbb9c8a1aa0a9ee6efe2c2a2057a6002e
user-woman__of-sn-ma-pbg,images/user-woman/background-gray/user-woman__of-sn-ma-pbg.png,user-woman,of-sn-ma-pbg,face,none,none,ambiguous,black,gray,gray,1024,1024,2b69af192badab285c98a783b2ff2e032615e1c16873fabcb3327989eefe8f2c
user-woman__of-sn-ma-pwg,images/user-woman/background-gray/user-woman__of-sn-ma-pwg.png,user-woman,of-sn-ma-pwg,face,none,none,ambiguous,white,gray,gray,1024,1024,0e972c36e2b510c882e3556a3036da9505fd708a318e70cd06a53633938d3927
user-woman__oa-sf-ma-pwb,images/user-woman/background-white/user-woman__oa-sf-ma-pwb.png,user-woman,oa-sf-ma-pwb,ambiguous,figure,vase,ambiguous,white,black,white,1024,1024,9c4b0d5b3677d81f07757afb1a3ca795ef8feb7b80bbbec4c878514df5ee86f6
user-woman__oa-sf-ma-pwg,images/user-woman/background-white/user-woman__oa-sf-ma-pwg.png,user-woman,oa-sf-ma-pwg,ambiguous,figure,vase,ambiguous,white,gray,white,1024,1024,4262aba615d4401a4bde146b5e0d6250c8ea373bddd68579259df22a30f3b919
user-woman__oa-sn-ma-pwb,images/user-woman/background-white/user-woman__oa-sn-ma-pwb.png,user-woman,oa-sn-ma-pwb,ambiguous,none,none,ambiguous,white,black,white,1024,1024,b0497a33069dd110dd951c5b93eb1322d0a373b34f9a36517e0c075fc5bb208e
user-woman__oa-sn-ma-pwg,images/user-woman/background-white/user-woman__oa-sn-ma-pwg.png,user-woman,oa-sn-ma-pwg,ambiguous,none,none,ambiguous,white,gray,white,1024,1024,1dd4abaed8a01aef0d13b55b0a6b57e0a911f6d3c4f2b1cd583068f0b90a0e9b
user-woman__oa-sn-mv-pwb,images/user-woman/background-white/user-woman__oa-sn-mv-pwb.png,user-woman,oa-sn-mv-pwb,ambiguous,none,none,vase,white,black,white,1024,1024,6a2056671939ce09fbf599ff909e24760bbc6ce176bf6efd0542b4584cef0cf7
user-woman__oa-sn-mv-pwg,images/user-woman/background-white/user-woman__oa-sn-mv-pwg.png,user-woman,oa-sn-mv-pwg,ambiguous,none,none,vase,white,gray,white,1024,1024,2ca35a6e1ad16886b45e4adf364a78bf87a2e8b4a5f19176fa72fb5877dc44ad
user-woman__of-sf-ma-pbw,images/user-woman/background-white/user-woman__of-sf-ma-pbw.png,user-woman,of-sf-ma-pbw,face,figure,face,ambiguous,black,white,white,1024,1024,f685c19a9a5f67babc50f6bda874cfd2855d77ab7d9c50633502f220552741df
user-woman__of-sf-ma-pgw,images/user-woman/background-white/user-woman__of-sf-ma-pgw.png,user-woman,of-sf-ma-pgw,face,figure,face,ambiguous,gray,white,white,1024,1024,7f13b9b2095840fbad0b495270b6284b8c826c9deda0b20b7ff11f62ab9d9573
user-woman__of-sn-ma-pbw,images/user-woman/background-white/user-woman__of-sn-ma-pbw.png,user-woman,of-sn-ma-pbw,face,none,none,ambiguous,black,white,white,1024,1024,3b663e1b2ef55812ae44ea926244983d6934bd239894b6b915f9ec13c9f70ca7
user-woman__of-sn-ma-pgw,images/user-woman/background-white/user-woman__of-sn-ma-pgw.png,user-woman,of-sn-ma-pgw,face,none,none,ambiguous,gray,white,white,1024,1024,0947c70b8d980a88c3b6d50a9825d679976322c4e5fc0b4e6b2ede9a2a85ef57
wm-bysa-classic__oa-sf-ma-pbg,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sf-ma-pbg.png,wm-bysa-classic,oa-sf-ma-pbg,ambiguous,figure,vase,ambiguous,black,gray,black,1024,1024,52c4579a250cbbe9ba7b67819f4cb768eef7b00a881fd17d64b1ceaccaf7c82c
wm-bysa-classic__oa-sf-ma-pbw,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sf-ma-pbw.png,wm-bysa-classic,oa-sf-ma-pbw,ambiguous,figure,vase,ambiguous,black,white,black,1024,1024,33afbe95d348114c1238db8de41bc7382317147900aadc9dc1cf0944f0e66952
wm-bysa-classic__oa-sn-ma-pbg,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sn-ma-pbg.png,wm-bysa-classic,oa-sn-ma-pbg,ambiguous,none,none,ambiguous,black,gray,black,1024,1024,9abe53605217b35e1a619f8440aab6882ed48d8eaef27ee80b699192019e8c6e
wm-bysa-classic__oa-sn-ma-pbw,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sn-ma-pbw.png,wm-bysa-classic,oa-sn-ma-pbw,ambiguous,none,none,ambiguous,black,white,black,1024,1024,b00ce05905973920c64d5ee84e8cca178df887f8bda527d388a61d735f563303
wm-bysa-classic__oa-sn-mv-pbg,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sn-mv-pbg.png,wm-bysa-classic,oa-sn-mv-pbg,ambiguous,none,none,vase,black,gray,black,1024,1024,7f3aa0eb77f2842984fbc7f1b70c86c3d7ef8a5f9ea305fde241f7c2d503eb5f
wm-bysa-classic__oa-sn-mv-pbw,images/wm-bysa-classic/background-black/wm-bysa-classic__oa-sn-mv-pbw.png,wm-bysa-classic,oa-sn-mv-pbw,ambiguous,none,none,vase,black,white,black,1024,1024,03a472c288ad5e22f37a48774fdff6da89f0477642e910de482837dbb8c1cd17
wm-bysa-classic__of-sf-ma-pgb,images/wm-bysa-classic/background-black/wm-bysa-classic__of-sf-ma-pgb.png,wm-bysa-classic,of-sf-ma-pgb,face,figure,face,ambiguous,gray,black,black,1024,1024,c38f2e4dbd0a645d53271b0844766cb07d8dffa0e83de0350b9708edf579598b
wm-bysa-classic__of-sf-ma-pwb,images/wm-bysa-classic/background-black/wm-bysa-classic__of-sf-ma-pwb.png,wm-bysa-classic,of-sf-ma-pwb,face,figure,face,ambiguous,white,black,black,1024,1024,70e2ff111aa95686dbaf3ed37ecfb554df46e266e523a77260a536d8afd5d763
wm-bysa-classic__of-sn-ma-pgb,images/wm-bysa-classic/background-black/wm-bysa-classic__of-sn-ma-pgb.png,wm-bysa-classic,of-sn-ma-pgb,face,none,none,ambiguous,gray,black,black,1024,1024,ad836eb4c4010564ff2d01860cbe9a6e8e9fdf634a091cd57735a84c527426f0
wm-bysa-classic__of-sn-ma-pwb,images/wm-bysa-classic/background-black/wm-bysa-classic__of-sn-ma-pwb.png,wm-bysa-classic,of-sn-ma-pwb,face,none,none,ambiguous,white,black,black,1024,1024,16ba2b00fa0111e4feb63040a6d21c0d28057fc7b7c2486b4f087658aa418a2c
wm-bysa-classic__oa-sf-ma-pgb,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sf-ma-pgb.png,wm-bysa-classic,oa-sf-ma-pgb,ambiguous,figure,vase,ambiguous,gray,black,gray,1024,1024,f111ef0495083b18b5a68b65f88480ac3d7e11987de589f642e2e6c750475981
wm-bysa-classic__oa-sf-ma-pgw,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sf-ma-pgw.png,wm-bysa-classic,oa-sf-ma-pgw,ambiguous,figure,vase,ambiguous,gray,white,gray,1024,1024,a9177988f4a00c59f1cdb81361ec5550d8713dff0b2d7e1bcbcf572ba3cda331
wm-bysa-classic__oa-sn-ma-pgb,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sn-ma-pgb.png,wm-bysa-classic,oa-sn-ma-pgb,ambiguous,none,none,ambiguous,gray,black,gray,1024,1024,1f5b90e8e54f95442d7d8340b4ff4bb07d0bd2acee362f26ad083a46b8899b5f
wm-bysa-classic__oa-sn-ma-pgw,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sn-ma-pgw.png,wm-bysa-classic,oa-sn-ma-pgw,ambiguous,none,none,ambiguous,gray,white,gray,1024,1024,e8770338a45679dd330ce0c91ef1feb0fd1b5c37fd4cdfdc95acfffd98fa3fe2
wm-bysa-classic__oa-sn-mv-pgb,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sn-mv-pgb.png,wm-bysa-classic,oa-sn-mv-pgb,ambiguous,none,none,vase,gray,black,gray,1024,1024,422390a9489917ee812502a10e5d17d10620f7e9da50a0e131eff2ade7509dcd
wm-bysa-classic__oa-sn-mv-pgw,images/wm-bysa-classic/background-gray/wm-bysa-classic__oa-sn-mv-pgw.png,wm-bysa-classic,oa-sn-mv-pgw,ambiguous,none,none,vase,gray,white,gray,1024,1024,265097784532e8d35fda72fcb4492cebeda61f72a8a46aaa8bf7fbef31551ddb
wm-bysa-classic__of-sf-ma-pbg,images/wm-bysa-classic/background-gray/wm-bysa-classic__of-sf-ma-pbg.png,wm-bysa-classic,of-sf-ma-pbg,face,figure,face,ambiguous,black,gray,gray,1024,1024,ac08ac562e289dba0e1c5d6170f72f943772991f881a66551fd460318142439f
wm-bysa-classic__of-sf-ma-pwg,images/wm-bysa-classic/background-gray/wm-bysa-classic__of-sf-ma-pwg.png,wm-bysa-classic,of-sf-ma-pwg,face,figure,face,ambiguous,white,gray,gray,1024,1024,cca6742e4083ae9bd8b0568d3da51f9ac6fd681eab390629cec5630637a57c4d
wm-bysa-classic__of-sn-ma-pbg,images/wm-bysa-classic/background-gray/wm-bysa-classic__of-sn-ma-pbg.png,wm-bysa-classic,of-sn-ma-pbg,face,none,none,ambiguous,black,gray,gray,1024,1024,e8c352091bf88318b4c79a8d237154c4275a70707a4713f8c5752cb3730f57de
wm-bysa-classic__of-sn-ma-pwg,images/wm-bysa-classic/background-gray/wm-bysa-classic__of-sn-ma-pwg.png,wm-bysa-classic,of-sn-ma-pwg,face,none,none,ambiguous,white,gray,gray,1024,1024,da0a076148f7184d17c3f8d5afc2920a1397c910d81ef835a822f069a1c8cbdf
wm-bysa-classic__oa-sf-ma-pwb,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sf-ma-pwb.png,wm-bysa-classic,oa-sf-ma-pwb,ambiguous,figure,vase,ambiguous,white,black,white,1024,1024,e3ab5435846bba55762f2d429adb7b20f3604cf05fa2fbcf7420ecab8762b909
wm-bysa-classic__oa-sf-ma-pwg,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sf-ma-pwg.png,wm-bysa-classic,oa-sf-ma-pwg,ambiguous,figure,vase,ambiguous,white,gray,white,1024,1024,0ca2c715c9d934bf7d32c70496983ae83bdd559a636fb3d70863fd87cb674729
wm-bysa-classic__oa-sn-ma-pwb,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sn-ma-pwb.png,wm-bysa-classic,oa-sn-ma-pwb,ambiguous,none,none,ambiguous,white,black,white,1024,1024,ac06197d5bb2885113a17dc6e98ac974b1970240b50f201184812d31fae4fceb
wm-bysa-classic__oa-sn-ma-pwg,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sn-ma-pwg.png,wm-bysa-classic,oa-sn-ma-pwg,ambiguous,none,none,ambiguous,white,gray,white,1024,1024,5edf7f39f4d9c4773f42b380f4822702d8f65296d1c7918e1d85df6ff1f42570
wm-bysa-classic__oa-sn-mv-pwb,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sn-mv-pwb.png,wm-bysa-classic,oa-sn-mv-pwb,ambiguous,none,none,vase,white,black,white,1024,1024,a70ae92018f05db1000c482d28944bd8da2f7cb687fa6e6cfcfc344f3c30274b
wm-bysa-classic__oa-sn-mv-pwg,images/wm-bysa-classic/background-white/wm-bysa-classic__oa-sn-mv-pwg.png,wm-bysa-classic,oa-sn-mv-pwg,ambiguous,none,none,vase,white,gray,white,1024,1024,603575d097c9576ead1adce5d28603917886fdd808cd1e3f271baebe2647861c
wm-bysa-classic__of-sf-ma-pbw,images/wm-bysa-classic/background-white/wm-bysa-classic__of-sf-ma-pbw.png,wm-bysa-classic,of-sf-ma-pbw,face,figure,face,ambiguous,black,white,white,1024,1024,3202587d4fd7fbfb4815cc4582022728b8c6d6b79693716bd408dddca1b3a4af
wm-bysa-classic__of-sf-ma-pgw,images/wm-bysa-classic/background-white/wm-bysa-classic__of-sf-ma-pgw.png,wm-bysa-classic,of-sf-ma-pgw,face,figure,face,ambiguous,gray,white,white,1024,1024,97cc7793a95596d7096dd0b700fc0aa7fdaf1b1d5d5735d0ca4b45e6ce761cb5
wm-bysa-classic__of-sn-ma-pbw,images/wm-bysa-classic/background-white/wm-bysa-classic__of-sn-ma-pbw.png,wm-bysa-classic,of-sn-ma-pbw,face,none,none,ambiguous,black,white,white,1024,1024,3fa5fdb6243f43c0364f30c72d4b8b628fbca315bd0550e14b4f7559f7363892
wm-bysa-classic__of-sn-ma-pgw,images/wm-bysa-classic/background-white/wm-bysa-classic__of-sn-ma-pgw.png,wm-bysa-classic,of-sn-ma-pgw,face,none,none,ambiguous,gray,white,white,1024,1024,fe2eabf26c71384a5d15401806584ca5d6e8caa963a67cd0ea9fc2a098c482c3
wm-bysa-klam__oa-sf-ma-pbg,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sf-ma-pbg.png,wm-bysa-klam,oa-sf-ma-pbg,ambiguous,figure,vase,ambiguous,black,gray,black,1024,1024,ebfffd255d379a26c76cf421cea03fc84bd9a5c58b214e85f77d6c66fbbc51ef
wm-bysa-klam__oa-sf-ma-pbw,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sf-ma-pbw.png,wm-bysa-klam,oa-sf-ma-pbw,ambiguous,figure,vase,ambiguous,black,white,black,1024,1024,377ce349beae8586840386974e7e5d286a6a0d216a3709d759dffe90112c6996
wm-bysa-klam__oa-sn-ma-pbg,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sn-ma-pbg.png,wm-bysa-klam,oa-sn-ma-pbg,ambiguous,none,none,ambiguous,black,gray,black,1024,1024,d301977e89b1d882dd1ef624bb7183c9293aff3289169124c9f641ed63257f1c
wm-bysa-klam__oa-sn-ma-pbw,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sn-ma-pbw.png,wm-bysa-klam,oa-sn-ma-pbw,ambiguous,none,none,ambiguous,black,white,black,1024,1024,e1d32d1a98fc60fb5b2ca24494ea6f8660118e48804c21fcb659a5e9353c170f
wm-bysa-klam__oa-sn-mv-pbg,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sn-mv-pbg.png,wm-bysa-klam,oa-sn-mv-pbg,ambiguous,none,none,vase,black,gray,black,1024,1024,4e30fc0aefa4e066e300a633f3c22a70550578aded414a6051804046f6084481
wm-bysa-klam__oa-sn-mv-pbw,images/wm-bysa-klam/background-black/wm-bysa-klam__oa-sn-mv-pbw.png,wm-bysa-klam,oa-sn-mv-pbw,ambiguous,none,none,vase,black,white,black,1024,1024,9b405f0a655cc7e3ecfa3d578b8c5a7f2706e4911d1d3778574f012065f40042
wm-bysa-klam__of-sf-ma-pgb,images/wm-bysa-klam/background-black/wm-bysa-klam__of-sf-ma-pgb.png,wm-bysa-klam,of-sf-ma-pgb,face,figure,face,ambiguous,gray,black,black,1024,1024,a752272864166fed9fb3fe632be02136a752a20f051f59211f6b238b60e308e2
wm-bysa-klam__of-sf-ma-pwb,images/wm-bysa-klam/background-black/wm-bysa-klam__of-sf-ma-pwb.png,wm-bysa-klam,of-sf-ma-pwb,face,figure,face,ambiguous,white,black,black,1024,1024,ec70289038bde6af582e769aa2983173381ac9e25cbd9ae1185e9c08d5f27237
wm-bysa-klam__of-sn-ma-pgb,images/wm-bysa-klam/background-black/wm-bysa-klam__of-sn-ma-pgb.png,wm-bysa-klam,of-sn-ma-pgb,face,none,none,ambiguous,gray,black,black,1024,1024,b2635970f3724e6233b266327c02215b34a028eb8e51681aae32f4157ad1c3c7
wm-bysa-klam__of-sn-ma-pwb,images/wm-bysa-klam/background-black/wm-bysa-klam__of-sn-ma-pwb.png,wm-bysa-klam,of-sn-ma-pwb,face,none,none,ambiguous,white,black,black,1024,1024,a955e05d95cdc3e03bb688587ba11c1049ac217c1fae71af4ca3278daba579c3
