stimulus_id,base_id,source_id,source_sha256,source_license,combination_id,compact_id,outline,shading,material,polarity,design_tag,face_cues,vase_cues,figure_region,figure_color,background_color,third_color,shade_color,shadow_dx,shadow_dy,shadow_pair_mirrored,shadow_seed,seed,config_version,png_path,svg_path,file_sha256,svg_sha256,mean_luminance,rms_contrast,edge_energy,center_area_ratio,path_length,convexity_proxy,params_json
wm-bysa-classic__oa-sf-ma-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-ambiguous__shading-figure__material-ambiguous__polarity-outer-gray_center-black,oa-sf-ma-pgb,ambiguous,figure,ambiguous,outer-gray_center-black,vase,,shading,vase,black,gray,white,white,-0.030810628581075757,0.04486897820938581,False,13737819041229945268,78108,v2,png/wm-bysa-classic__oa-sf-ma-pgb.png,svg/wm-bysa-classic__oa-sf-ma-pgb.svg,fb2f3eb7b1e89b2d78f19a813f39f35b1d6efb10fe2f31f4c03dcd79904f0121,703f94710132a706a91e4a56a1d03d586a7944d3c7d790eb03f315981eed5072,0.4907293244904162,0.4157825439866213,0.0010627503689647903,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":""white"",""shadow_dx"":-0.030810628581075757,""shadow_dy"":0.04486897820938581,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":13737819041229945268,""third_color"":""white""}}"
wm-bysa-classic__oa-sf-ma-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-ambiguous__shading-figure__material-ambiguous__polarity-outer-gray_center-white,oa-sf-ma-pgw,ambiguous,figure,ambiguous,outer-gray_center-white,vase,,shading,vase,white,gray,black,black,-0.03219666029548331,0.02035293047377295,False,3159913425278837056,78108,v2,png/wm-bysa-classic__oa-sf-ma-pgw.png,svg/wm-bysa-classic__oa-sf-ma-pgw.svg,585ff6f1b4470ba78ed7492f63272a4d66e3336a9413ea9c0a873d5be722b4c3,a0d090c8488c1858f35e1cd030ab12f452a7363fe7b26b5fce8c72984e7cbc9d,0.6394961675008137,0.19190468800399976,0.0010028759487666033,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":-0.03219666029548331,""shadow_dy"":0.02035293047377295,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3159913425278837056,""third_color"":""black""}}"
wm-bysa-classic__oa-sf-ma-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-ambiguous__shading-figure__material-ambiguous__polarity-outer-white_center-black,oa-sf-ma-pwb,ambiguous,figure,ambiguous,outer-white_center-black,vase,,shading,vase,black,white,gray,gray,0.04650974476047646,0.029907640224453042,False,919674531439565365,78108,v2,png/wm-bysa-classic__oa-sf-ma-pwb.png,svg/wm-bysa-classic__oa-sf-ma-pwb.svg,c2f50be7b7b86a35fe9acdabf13ce9ebcebd27a2d8ed3ff6c292b3a9d3d5db06,7f1e1ae276f5108d79f91e7196688f3b2a79179d5728b7855d80a8cc3368ccb0,0.605217503566368,0.4541240008630483,0.0010598154217698811,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":""gray"",""shadow_dx"":0.04650974476047646,""shadow_dy"":0.029907640224453042,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":919674531439565365,""third_color"":""gray""}}"
wm-bysa-classic__oa-sf-ma-pwg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-ambiguous__shading-figure__material-ambiguous__polarity-outer-white_center-gray,oa-sf-ma-pwg,ambiguous,figure,ambiguous,outer-white_center-gray,vase,,shading,vase,gray,white,black,black,-0.0356147204319381,0.022626305399184712,False,12743930381275665064,78108,v2,png/wm-bysa-classic__oa-sf-ma-pwg.png,svg/wm-bysa-classic__oa-sf-ma-pwg.svg,440a4be2bec68d98e159057b515c677cb1d5ef8265a037ccba6ab9d15f961e91,1d22d12dc2534cbb53083cd51e2a0f63d2a7d0ddfb816c40de164a987d15309e,0.7115669287887274,0.19386395553003066,0.001016820691497518,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":-0.0356147204319381,""shadow_dy"":0.022626305399184712,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":12743930381275665064,""third_color"":""black""}}"
wm-bysa-classic__of-sn-ma-pbg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-black_center-gray,of-sn-ma-pbg,face,none,ambiguous,outer-black_center-gray,face,outline,,face,black,gray,white,,0.0,0.0,False,12469754914898545595,78108,v2,png/wm-bysa-classic__of-sn-ma-pbg.png,svg/wm-bysa-classic__of-sn-ma-pbg.svg,e8c352091bf88318b4c79a8d237154c4275a70707a4713f8c5752cb3730f57de,492c4f7da9dfeacfe96df52f8f569625dc74c15e2bbadcadae72b6cd1449c37e,0.35139694961847034,0.6107604159170228,0.0007498303420830697,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":12469754914898545595,""third_color"":""white""}}"
wm-bysa-classic__of-sn-ma-pbw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-black_center-white,of-sn-ma-pbw,face,none,ambiguous,outer-black_center-white,face,outline,,face,black,white,gray,,0.0,0.0,False,3579357900795822618,78108,v2,png/wm-bysa-classic__of-sn-ma-pbw.png,svg/wm-bysa-classic__of-sn-ma-pbw.svg,f9039d3713bd326fed80d24d5227c2921a02537cde22be46fa377a839ac454cc,5e642e196f7f9abf986131d90f038e5bb12b6259e2074b15b51b0a776303d66e,0.42878344666724116,0.7124660935013277,0.0010673287368466447,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3579357900795822618,""third_color"":""gray""}}"
wm-bysa-classic__of-sn-ma-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-black,of-sn-ma-pgb,face,none,ambiguous,outer-gray_center-black,face,outline,,face,gray,black,white,,0.0,0.0,False,11480001574621905778,78108,v2,png/wm-bysa-classic__of-sn-ma-pgb.png,svg/wm-bysa-classic__of-sn-ma-pgb.svg,ad836eb4c4010564ff2d01860cbe9a6e8e9fdf634a091cd57735a84c527426f0,558e5736a0c1bfe863e8fbb195973e536beda37bdbeb15c48885666217cdbaa1,0.4211554358987247,0.50959501489803,0.0007498340856381653,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":11480001574621905778,""third_color"":""white""}}"
wm-bysa-classic__of-sn-ma-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-white,of-sn-ma-pgw,face,none,ambiguous,outer-gray_center-white,face,outline,,face,gray,white,black,,0.0,0.0,False,11985372621237592829,78108,v2,png/wm-bysa-classic__of-sn-ma-pgw.png,svg/wm-bysa-classic__of-sn-ma-pgw.svg,45fe5e6ecf804e5eeb869bc3e99b561be6120452d15e7e8e35b81d72272e851d,b9df3fda58addc076e85426c058c9b93ed6ac999466c68c43584f0e0836f7ffb,0.6813075084312289,0.1333819202849607,0.00031749839476357506,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":11985372621237592829,""third_color"":""black""}}"
wm-bysa-classic__of-sn-ma-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-white_center-black,of-sn-ma-pwb,face,none,ambiguous,outer-white_center-black,face,outline,,face,white,black,gray,,0.0,0.0,False,2141531020439407505,78108,v2,png/wm-bysa-classic__of-sn-ma-pwb.png,svg/wm-bysa-classic__of-sn-ma-pwb.svg,7452a6af597e28ebb70a4bf06b34365cc260275321af37f192217a354b659d7e,771429fc15e99cbc348281808cb8e3db1d122de7dc6c959c0c048191d8c83a45,0.5280792984307983,0.57849960813239,0.0010673287368466447,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":2141531020439407505,""third_color"":""gray""}}"
wm-bysa-classic__of-sn-ma-pwg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-none__material-ambiguous__polarity-outer-white_center-gray,of-sn-ma-pwg,face,none,ambiguous,outer-white_center-gray,face,outline,,face,white,gray,black,,0.0,0.0,False,4405682478867258467,78108,v2,png/wm-bysa-classic__of-sn-ma-pwg.png,svg/wm-bysa-classic__of-sn-ma-pwg.svg,92afdb37115334f5b706d78b8fa6902ef525c30ce99aa6e2fdebb39a1bf80d2d,49a378a33cba570439e66867cb690f8e9ddbfa5e237484236702c933ed9ee903,0.7108452853034526,0.12784066508915706,0.0003174946512084795,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":4405682478867258467,""third_color"":""black""}}"
wm-bysa-classic__of-sf-ma-pbg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-black_center-gray,of-sf-ma-pbg,face,figure,ambiguous,outer-black_center-gray,face,outline|shading,,face,black,gray,white,white,-0.02601347622691572,0.043102540782202034,True,2799359832299571352,78108,v2,png/wm-bysa-classic__of-sf-ma-pbg.png,svg/wm-bysa-classic__of-sf-ma-pbg.svg,9f499ec151588a807a5b99e0ffa6a564d42f9c076cbf0073dca2621ce1872851,e3a394385058a0106e645a1f2748d809bce28e08b9caa979a35bbf4d36c5cb5b,0.35600433349609373,0.6229771901301778,0.0008772422397600291,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""white"",""shadow_dx"":-0.02601347622691572,""shadow_dy"":0.043102540782202034,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":2799359832299571352,""third_color"":""white""}}"
wm-bysa-classic__of-sf-ma-pbw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-black_center-white,of-sf-ma-pbw,face,figure,ambiguous,outer-black_center-white,face,outline|shading,,face,black,white,gray,gray,-0.039128808812075394,-0.021418872485489147,True,1635462759183258939,78108,v2,png/wm-bysa-classic__of-sf-ma-pbw.png,svg/wm-bysa-classic__of-sf-ma-pbw.svg,b78ef71f6abb9930de1107b91a8f3a281770e9e39b70a4c4a64ae588d45356a3,9846ff339eb20f2e28ef8d68168cae96f50b413501e1991ba688c05a83034638,0.4273335737340591,0.7119427604555669,0.001071199572815441,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""gray"",""shadow_dx"":-0.039128808812075394,""shadow_dy"":-0.021418872485489147,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":1635462759183258939,""third_color"":""gray""}}"
wm-bysa-classic__of-sf-ma-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-gray_center-black,of-sf-ma-pgb,face,figure,ambiguous,outer-gray_center-black,face,outline|shading,,face,gray,black,white,white,-0.04802654366585348,-0.023257264446169133,True,18324385230009865857,78108,v2,png/wm-bysa-classic__of-sf-ma-pgb.png,svg/wm-bysa-classic__of-sf-ma-pgb.svg,3c61a358b8a6a87dab4bf432ab5aa0943e38c4d42a6cdf8632246f600617a3e3,1e0e5573cc43820c38a2780dfc2f1341734f60e08bf4fd9e145b411d42bf09fa,0.4262394886390835,0.50645618671808,0.000831409894725241,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""white"",""shadow_dx"":-0.04802654366585348,""shadow_dy"":-0.023257264446169133,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":18324385230009865857,""third_color"":""white""}}"
wm-bysa-classic__of-sf-ma-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-gray_center-white,of-sf-ma-pgw,face,figure,ambiguous,outer-gray_center-white,face,outline|shading,,face,gray,white,black,black,0.024330624779758822,-0.030106583415177402,True,3224895833206501790,78108,v2,png/wm-bysa-classic__of-sf-ma-pgw.png,svg/wm-bysa-classic__of-sf-ma-pgw.svg,d8fa1f69eb343c1acb9c61b59dfefcba30f7ffe77d6fd586bb410b2534402161,9a566689364450bac2ea4030e405589726f704e490a2875a7a120ac877c39227,0.6447507708680396,0.227686864873069,0.001548798588350296,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""white"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":0.024330624779758822,""shadow_dy"":-0.030106583415177402,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":3224895833206501790,""third_color"":""black""}}"
wm-bysa-classic__of-sf-ma-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-white_center-black,of-sf-ma-pwb,face,figure,ambiguous,outer-white_center-black,face,outline|shading,,face,white,black,gray,gray,0.03825162464443115,0.023846171044159772,True,6327345960823220598,78108,v2,png/wm-bysa-classic__of-sf-ma-pwb.png,svg/wm-bysa-classic__of-sf-ma-pwb.svg,a62821ab05ebf21b8d571aec32c17defd25c226461d941a9320d26303d84a4ec,680b60be5cbad10db963d0c0ab0f930ade8c83bf311895d999e3a93315ff8dc9,0.5605826321770164,0.514269284215524,0.0011203150156690242,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""gray"",""shadow_dx"":0.03825162464443115,""shadow_dy"":0.023846171044159772,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":6327345960823220598,""third_color"":""gray""}}"
wm-bysa-classic__of-sf-ma-pwg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,outline-face__shading-figure__material-ambiguous__polarity-outer-white_center-gray,of-sf-ma-pwg,face,figure,ambiguous,outer-white_center-gray,face,outline|shading,,face,white,gray,black,black,-0.02133058816893749,-0.03179292087627838,True,5207214269954360890,78108,v2,png/wm-bysa-classic__of-sf-ma-pwg.png,svg/wm-bysa-classic__of-sf-ma-pwg.svg,57ba93f7933b3f8ad544e13e7e2b6243c296f894e1a1d2cdea105566fe2047f7,86db942699829c6967287fb1e16c7ada56f6ef29acc1f6f81f195d05385a0526,0.7041499642764821,0.15875985264736686,0.0007443722387537614,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":-0.02133058816893749,""shadow_dy"":-0.03179292087627838,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":5207214269954360890,""third_color"":""black""}}"
wm-bysa-klam__oa-sn-ma-pbg,wm-bysa-klam,wm-bysa-klam,C00669A03066F139199AD755A4602B6BE1958669111B1CCAC726FDA7731591C8,CC-BY-SA-3.0,outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-gray,oa-sn-ma-pbg,ambiguous,none,ambiguous,outer-black_center-gray,ambiguous,,,vase,gray,black,white,,0.0,0.0,False,5598633504325544144,78108,v2,png/wm-bysa-klam__oa-sn-ma-pbg.png,svg/wm-bysa-klam__oa-sn-ma-pbg.svg,d301977e89b1d882dd1ef624bb7183c9293aff3289169124c9f641ed63257f1c,25d2ba2308acc714641a1f046e8511acce07b61436b4cef1ed6ae92ec4ee7383,0.25472682130103014,0.6794216709490305,0.0008852983703256474,0.19784773083591312,2.3154106170625615,0.34741866816820194,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":5598633504325544144,""third_color"":""white""}}"
wm-bysa-klam__oa-sn-ma-pbw,wm-bysa-klam,wm-bysa-klam,C00669A03066F139199AD755A4602B6BE1958669111B1CCAC726FDA7731591C8,CC-BY-SA-3.0,outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-white,oa-sn-ma-pbw,ambiguous,none,ambiguous,outer-black_center-white,ambiguous,,,vase,white,black,gray,,0.0,0.0,False,3750488582758614206,78108,v2,png/wm-bysa-klam__oa-sn-ma-pbw.png,svg/wm-bysa-klam__oa-sn-ma-pbw.svg,d2e7a67ffa192943ef431d84b3943c44dc951fcc39c176cbafba89b6831b5c9f,16cb3e4fc6f6afda1e485fbd02af4d26691164e5d5d23251befdd1fb180b4aad,0.2911801730885225,0.8460255281735206,0.0012601442855979146,0.19784773083591312,2.3154106170625615,0.34741866816820194,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""black"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3750488582758614206,""third_color"":""gray""}}"
wm-bysa-klam__oa-sn-ma-pgb,wm-bysa-klam,wm-bysa-klam,C00669A03066F139199AD755A4602B6BE1958669111B1CCAC726FDA7731591C8,CC-BY-SA-3.0,outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-black,oa-sn-ma-pgb,ambiguous,none,ambiguous,outer-gray_center-black,ambiguous,,,vase,black,gray,white,,0.0,0.0,False,9991220991145821751,78108,v2,png/wm-bysa-klam__oa-sn-ma-pgb.png,svg/wm-bysa-klam__oa-sn-ma-pgb.svg,197cdece41fce341603e08b8f488ae1bcfc91ae2e547989edf4586f222d91c76,08af091adc4bf313414f05c9eacb0c9063b6388c0934ed3411dc1c3e1bc3e3c1,0.5178267647238337,0.33421292737267766,0.0008853021138807429,0.19784773083591312,2.3154106170625615,0.34741866816820194,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":9991220991145821751,""third_color"":""white""}}"
wm-bysa-klam__oa-sn-ma-pgw,wm-bysa-klam,wm-bysa-klam,C00669A03066F139199AD755A4602B6BE1958669111B1CCAC726FDA7731591C8,CC-BY-SA-3.0,outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-white,oa-sn-ma-pgw,ambiguous,none,ambiguous,outer-gray_center-white,ambiguous,,,vase,white,gray,black,,0.0,0.0,False,3934751090251405761,78108,v2,png/wm-bysa-klam__oa-sn-ma-pgw.png,svg/wm-bysa-klam__oa-sn-ma-pgw.svg,ebaae146de133a9b2cf69dacaab2f5ada0f5351518e70035e2dbb6b3ef56eced,54744771583a83fd9bfa2fd912bf6c7c301a025f74b36b3e9a4ed8d56b55f869,0.6403744080487418,0.1144304876276656,0.0003748459152722673,0.19784773083591312,2.3154106170625615,0.34741866816820194,"{""fixation_baked_in"":false,""material_value_ranges"":{""black"":[20,58],""gray"":[103,186],""white"":[132,244]},""palette_values"":{""black"":43,""gray"":154,""white"":201},""render"":{""background_color"":""gray"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3934751090251405761,""third_color"":""black""}}"
