stimulus_id,base_id,source_id,source_sha256,source_license,combination_id,compact_id,content,outline,shading,material,polarity,design_tag,is_conflict,face_cues,vase_cues,figure_region,figure_color,background_color,third_color,shade_color,content_face_accent_side,shadow_dx,shadow_dy,shadow_pair_mirrored,shadow_seed,seed,config_version,png_path,svg_path,file_sha256,svg_sha256,mean_luminance,rms_contrast,edge_energy,center_area_ratio,path_length,convexity_proxy,params_json
wm-cc0-classic__cf-oa-sn-ma-pbg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-gray,cf-oa-sn-ma-pbg,face,ambiguous,none,ambiguous,outer-black_center-gray,face,False,content,,vase,gray,black,white,,right,0.0,0.0,False,6537755661355882126,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pbg.png,svg/wm-cc0-classic__cf-oa-sn-ma-pbg.svg,25ec0f536e30ef0a35b724eeec4c6b61c55e917701163dcd40ebde7898ec9f4d,3a19e2d094a39c0378f81706d2a114fb5853ae0a487e7482bdfac9f0540d3d7a,0.4495244493671493,0.7800386208380077,0.0009118364323979836,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":6537755661355882126,""third_color"":""white""}}"
wm-cc0-classic__cf-oa-sn-ma-pbw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-white,cf-oa-sn-ma-pbw,face,ambiguous,none,ambiguous,outer-black_center-white,face,False,content,,vase,white,black,gray,,right,0.0,0.0,False,16672781121864907757,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pbw.png,svg/wm-cc0-classic__cf-oa-sn-ma-pbw.svg,f5944e894f183f4645917834cf66d24997d5e2f37b58d596872d6dd158536ffb,2b95d067d8a04b3c7ba36fb0e464de096358f781f40f199ddeaac9c9fc33c9e0,0.4245326958450617,0.7774084676656892,0.0012662930748423514,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":16672781121864907757,""third_color"":""gray""}}"
wm-cc0-classic__cf-oa-sn-ma-pgb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-black,cf-oa-sn-ma-pgb,face,ambiguous,none,ambiguous,outer-gray_center-black,face,False,content,,vase,black,gray,white,,right,0.0,0.0,False,11053449214504062205,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pgb.png,svg/wm-cc0-classic__cf-oa-sn-ma-pgb.svg,486f1cd896b982dc6213cf7088f447dc1543964a67ac95e3ed0ec63742e7b6e0,3d748692cfe5fc50345d8ee64702306d96c008b3d3f797d72c028ec428f3d5aa,0.5370034161735984,0.5603862356409728,0.001067360557064957,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":11053449214504062205,""third_color"":""white""}}"
wm-cc0-classic__cf-oa-sn-ma-pgw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-white,cf-oa-sn-ma-pgw,face,ambiguous,none,ambiguous,outer-gray_center-white,face,False,content,,vase,white,gray,black,,right,0.0,0.0,False,18398718787172018233,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pgw.png,svg/wm-cc0-classic__cf-oa-sn-ma-pgw.svg,c8c23ea8f332f75c9c2d1fd4a60cdbd58ea2af57a7d0ee6b098a04b6698ad726,67e3162988e82c3be6d23346143d82a0773a1e315d13df36cb2a458cebeef0b3,0.4844984877343272,0.624294266998834,0.001034613808866655,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":18398718787172018233,""third_color"":""black""}}"
wm-cc0-classic__cf-oa-sn-ma-pwb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-white_center-black,cf-oa-sn-ma-pwb,face,ambiguous,none,ambiguous,outer-white_center-black,face,False,content,,vase,black,white,gray,,right,0.0,0.0,False,925776035248934195,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pwb.png,svg/wm-cc0-classic__cf-oa-sn-ma-pwb.svg,b2c07750667c995beb4a0a6317b82b6f5c600dbf677e7b80bf1de0d43b95527d,981749eec89399c1eb483f30e59ec811c7d9dd2ffcc122caa1b3dfc20fa2a506,0.5914675993077896,0.552813609557939,0.0012730932426734134,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":925776035248934195,""third_color"":""gray""}}"
wm-cc0-classic__cf-oa-sn-ma-pwg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-white_center-gray,cf-oa-sn-ma-pwg,face,ambiguous,none,ambiguous,outer-white_center-gray,face,False,content,,vase,gray,white,black,,right,0.0,0.0,False,4229972818563491727,78108,v1,png/wm-cc0-classic__cf-oa-sn-ma-pwg.png,svg/wm-cc0-classic__cf-oa-sn-ma-pwg.svg,d666eec1d31db231e8f3698d304871e5b43c43ca5ff67e394b40a2a0ab551585,15cd62af0188fb2a9731e27f4ce885cfa8f3ac7d9973c0e94a0e9fe6cc64685f,0.5639521393121458,0.6190190215274148,0.0008933545008912655,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":4229972818563491727,""third_color"":""black""}}"
wm-cc0-classic__cf-oa-sn-mv-pbg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-black_center-gray,cf-oa-sn-mv-pbg,face,ambiguous,none,vase,outer-black_center-gray,conflict,True,content,material,vase,gray,black,white,,right,0.0,0.0,False,11399679738863120094,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pbg.png,svg/wm-cc0-classic__cf-oa-sn-mv-pbg.svg,93fefb762bf9e66a7abf6ae16a49f84f459c17b9d5987b9061242ecb0b5180b8,4344420b53ccdf2b42e27f2200589f52112878a2774194533e6caaf25e15c3fe,0.47213969511144316,0.7768741417303244,0.0026361141658520692,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":11399679738863120094,""third_color"":""white""}}"
wm-cc0-classic__cf-oa-sn-mv-pbw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-black_center-white,cf-oa-sn-mv-pbw,face,ambiguous,none,vase,outer-black_center-white,conflict,True,content,material,vase,white,black,gray,,right,0.0,0.0,False,18316512921193512292,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pbw.png,svg/wm-cc0-classic__cf-oa-sn-mv-pbw.svg,11a2d267b25c17814936bae8e997bb323a31fb2042ddcab726e768c80b4f01d9,fb62e6fc3e1c5557e3b0622b5bbaa21f93e8e15f83c46f3d31fc374378b8d515,0.3972393783868528,0.7451206190789537,0.0019785456108763148,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":18316512921193512292,""third_color"":""gray""}}"
wm-cc0-classic__cf-oa-sn-mv-pgb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-gray_center-black,cf-oa-sn-mv-pgb,face,ambiguous,none,vase,outer-gray_center-black,conflict,True,content,material,vase,black,gray,white,,right,0.0,0.0,False,13931403291596237075,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pgb.png,svg/wm-cc0-classic__cf-oa-sn-mv-pgb.svg,4dedca3b336b36b0eba85d500a6a10fc894f03ed615cddeff721914fd1e10138,d701b5039165543312452f50eca11b62dfe5c3c4a11f5601d3573ced42e2b207,0.5741563983992035,0.4377379059912082,0.0021065452467032755,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":13931403291596237075,""third_color"":""white""}}"
wm-cc0-classic__cf-oa-sn-mv-pgw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-gray_center-white,cf-oa-sn-mv-pgw,face,ambiguous,none,vase,outer-gray_center-white,conflict,True,content,material,vase,white,gray,black,,right,0.0,0.0,False,5917138190231548300,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pgw.png,svg/wm-cc0-classic__cf-oa-sn-mv-pgw.svg,26f22a913153ee02af5959abdf6f5a82ec728abff64db85bca8b3969599f2d46,c1935c1325395e51f77aaab1f65443a7c94a2645a7d0a8cae345852e88def09f,0.45709606993432145,0.5929965774319262,0.001763918238360838,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":5917138190231548300,""third_color"":""black""}}"
wm-cc0-classic__cf-oa-sn-mv-pwb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-white_center-black,cf-oa-sn-mv-pwb,face,ambiguous,none,vase,outer-white_center-black,conflict,True,content,material,vase,black,white,gray,,right,0.0,0.0,False,16653520174798261133,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pwb.png,svg/wm-cc0-classic__cf-oa-sn-mv-pwb.svg,1f7d2a0aeca466a50cfdfac80f8a064567b89857d0570d28ad86693a382ee274,46f8335aa5336e496f2ae41024b6b46d4fe663ca87f2d5a2c58b08c9e353d3f2,0.6285215602201575,0.4371123184902408,0.0022903182381212505,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":16653520174798261133,""third_color"":""gray""}}"
wm-cc0-classic__cf-oa-sn-mv-pwg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-white_center-gray,cf-oa-sn-mv-pwg,face,ambiguous,none,vase,outer-white_center-gray,conflict,True,content,material,vase,gray,white,black,,right,0.0,0.0,False,13799636130137117068,78108,v1,png/wm-cc0-classic__cf-oa-sn-mv-pwg.png,svg/wm-cc0-classic__cf-oa-sn-mv-pwg.svg,eec4a875f90eae87c69998e06aa3c37a11e69a3395e40d33daf0b0dd93d6d65c,57927115f3c47e0677efb20de307dda6e506d41f1d21102726fd2e2ef80ca0c4,0.5863607780606139,0.611004395256229,0.002242629089759071,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":13799636130137117068,""third_color"":""black""}}"
wm-cc0-classic__cf-of-sn-ma-pbg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-black_center-gray,cf-of-sn-ma-pbg,face,face,none,ambiguous,outer-black_center-gray,face,False,content|outline,,face,black,gray,white,,right,0.0,0.0,False,2963094739186314911,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pbg.png,svg/wm-cc0-classic__cf-of-sn-ma-pbg.svg,3f48800285c5decf04e35d22a4c29aceab29b5dc8d5f09901fc6391cfba447ed,6f54281f3b30ed136f0242ef78d4b9e98b8a4987b13bfd7b8cd323598340918f,0.5093841253542433,0.6283616581556806,0.000710423809369789,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":2963094739186314911,""third_color"":""white""}}"
wm-cc0-classic__cf-of-sn-ma-pbw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-black_center-white,cf-of-sn-ma-pbw,face,face,none,ambiguous,outer-black_center-white,face,False,content|outline,,face,black,white,gray,,right,0.0,0.0,False,16143954776005932702,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pbw.png,svg/wm-cc0-classic__cf-of-sn-ma-pbw.svg,072f0595a9515d662998cba3296f6f9dde4b92173c668fea04447ab9c85350eb,8d4ae2efd96dde803f0e2453f2cd8e399fbb88323b600cc79087a6d0f92c396e,0.5387618046180875,0.6255547777937321,0.0010794091891399766,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":16143954776005932702,""third_color"":""gray""}}"
wm-cc0-classic__cf-of-sn-ma-pgb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-black,cf-of-sn-ma-pgb,face,face,none,ambiguous,outer-gray_center-black,face,False,content|outline,,face,gray,black,white,,right,0.0,0.0,False,11722273143468128800,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pgb.png,svg/wm-cc0-classic__cf-of-sn-ma-pgb.svg,20821c71cee1fdeff93ff670fdbdfc079707fc19a55349c456b9fa94c25a28fa,d669589e69afaa4b6fc752a765e65c0142fef773da431948db43ebeaec5252f0,0.4771444058885762,0.7087982343642776,0.0010829767971460335,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":11722273143468128800,""third_color"":""white""}}"
wm-cc0-classic__cf-of-sn-ma-pgw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-white,cf-of-sn-ma-pgw,face,face,none,ambiguous,outer-gray_center-white,face,False,content|outline,,face,gray,white,black,,right,0.0,0.0,False,15584871923554792639,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pgw.png,svg/wm-cc0-classic__cf-of-sn-ma-pgw.svg,d07d40ba51fa2e225677a29fe78ef3bb19eba1c7abaecbc2d9cd2554371d442f,a458bcee0f85d282ba6f5ceb8effcd72bf8e99a12423a916fc9641a10c1e1d3f,0.5388664395201441,0.6255833985963032,0.0010488000109012323,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":15584871923554792639,""third_color"":""black""}}"
wm-cc0-classic__cf-of-sn-ma-pwb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-white_center-black,cf-of-sn-ma-pwb,face,face,none,ambiguous,outer-white_center-black,face,False,content|outline,,face,white,black,gray,,right,0.0,0.0,False,15766307612708827029,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pwb.png,svg/wm-cc0-classic__cf-of-sn-ma-pwb.svg,63ab2c083c1031d266aaa89326d23cd40e64ba1ee0a199bb51c4b88813f6156c,77a91a3128e7e8e7fed8c71b4357401cd8e55473a4df396d2dca8cd74c434bab,0.47723723018870645,0.708503006844035,0.001106078275640657,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":15766307612708827029,""third_color"":""gray""}}"
wm-cc0-classic__cf-of-sn-ma-pwg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-white_center-gray,cf-of-sn-ma-pwg,face,face,none,ambiguous,outer-white_center-gray,face,False,content|outline,,face,white,gray,black,,right,0.0,0.0,False,12871934160480679476,78108,v1,png/wm-cc0-classic__cf-of-sn-ma-pwg.png,svg/wm-cc0-classic__cf-of-sn-ma-pwg.svg,4756fd65a0b831d97d5b5acdda685e530f7fb25cd2b606b6001790b389c8e5a3,9a168a63352a9d1bd8d01019d4ef7121202f92cc0ad13dc1e92d1a38be087fe6,0.5095841837864297,0.6281250810498967,0.00071043129647998,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":12871934160480679476,""third_color"":""black""}}"
wm-cc0-classic__cf-of-sn-mv-pbg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-vase__polarity-outer-black_center-gray,cf-of-sn-mv-pbg,face,face,none,vase,outer-black_center-gray,conflict,True,content|outline,material,face,black,gray,white,,right,0.0,0.0,False,1354547438272504219,78108,v1,png/wm-cc0-classic__cf-of-sn-mv-pbg.png,svg/wm-cc0-classic__cf-of-sn-mv-pbg.svg,fefac25f2125760f55d75c8eb3b1ce7d1e278c8c2ee0331029f53dd43c04809f,6102b7add814aaa65b73bb094a55d9f812b7101cdd28574e2cd16aa5ac6b8840,0.5319247788073971,0.627395921822262,0.0024817580303749067,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":1354547438272504219,""third_color"":""white""}}"
wm-cc0-classic__cf-of-sn-mv-pbw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-vase__polarity-outer-black_center-white,cf-of-sn-mv-pbw,face,face,none,vase,outer-black_center-white,conflict,True,content|outline,material,face,black,white,gray,,right,0.0,0.0,False,10893975042932598168,78108,v1,png/wm-cc0-classic__cf-of-sn-mv-pbw.png,svg/wm-cc0-classic__cf-of-sn-mv-pbw.svg,e7d65777f89491e3e9349cfbf951d5a9e7f7abc4e91f8e1f40e6e9e7cb1bceee,e41d3192a251e1906655435bfdd4aa218762e2ac32797f4ace3b30eb7f9ca1a1,0.5113236558203604,0.6138355574803523,0.0019400150700553925,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":10893975042932598168,""third_color"":""gray""}}"
wm-cc0-classic__cf-of-sn-mv-pgb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-face__outline-face__shading-none__material-vase__polarity-outer-gray_center-black,cf-of-sn-mv-pgb,face,face,none,vase,outer-gray_center-black,conflict,True,content|outline,material,face,gray,black,white,,right,0.0,0.0,False,17787271672015568040,78108,v1,png/wm-cc0-classic__cf-of-sn-mv-pgb.png,svg/wm-cc0-classic__cf-of-sn-mv-pgb.svg,57e9ba95e29ae4e84dc28adf70d199031f9d19b46fcf1d157836c37909e62d1b,fbd458f770fac37384a6be2baea0d8c5fe4844bad38994c8a63a1841a1a587f3,0.5143728256225586,0.5877479717927012,0.002244523328637418,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":17787271672015568040,""third_color"":""white""}}"
